Date_Requete,Ticker,PE_trailing,ForwardPE,PE_Ratio,Prevision croissance 5 ans,Performance_Moyenne_10ans,ROIC %,FCF Margin %,Gross Margin %
11/10/2025,AMZN,32.98323,35.182114,1.0666667273035417,10.61%,68.65282580806732,,,
11/10/2025,ASML,33.447304,35.063293,1.0483144770053814,11.08%,104.99535082831353,,,
11/10/2025,NVDA,52.034092,44.456314,0.8543689779385407,24.21%,2850.3167527795076,,,
11/10/2025,GOOG,25.318764,26.535196,1.0480446833818584,11.97%,63.9527731081257,,,
11/10/2025,BKNG,35.969986,24.612486,0.6842506416321652,9.24%,28.891456154133714,,,
11/10/2025,NEM.DE,65.70552,54.365482,0.8274111825003438,,80.89662393297984,,,
11/10/2025,CRM,35.076923,21.714285,0.6190476000417711,9.51%,22.185329089165027,,,
11/10/2025,INTU,46.94879,28.870445,0.6149348044965589,13.29%,64.47480161686538,,,
11/10/2025,MA,37.59137,34.034187,0.9053723500899277,12.26%,51.2602779876284,,,
11/10/2025,MSFT,37.460407,34.177925,0.9123746306333512,12.91%,114.76230350847796,,,
11/10/2025,SPGI,37.306217,28.917313,0.7751338872016963,6.88%,49.31759825270594,,,
11/10/2025,V,33.55957,27.14455,0.8088467760462962,,39.14308644591084,,,
