Date_Requete,Ticker,PE_trailing,ForwardPE,PE_Ratio,Prevision croissance 5 ans,Performance_Moyenne_10ans,ROIC %,FCF Margin %,Gross Margin %
20/09/2025,AMZN,35.340458,37.639023,1.0650406115280113,10.60%,74.42166807007513,,,
20/09/2025,ASML,32.787548,34.911983,1.064793957754938,11.13%,105.12069515585547,,,
20/09/2025,NVDA,50.190342,42.88107,0.8543689540908089,24.54%,3079.6191020705132,,,
20/09/2025,GOOG,27.24013,28.518436,1.046927309084061,11.80%,70.884636858221,,,
20/09/2025,BKNG,37.879635,25.944435,0.68491776649907,9.24%,32.241243467530694,,,
20/09/2025,NEM.DE,66.419754,54.61929,0.8223350240050573,,100.13738623423923,,,
20/09/2025,CRM,35.966522,22.20036,0.6172506755031805,9.87%,24.611748547040076,,,
20/09/2025,INTU,50.249817,30.945568,0.6158344417453302,12.64%,75.84029374582958,,,
20/09/2025,MA,39.36388,35.663002,0.9059828959950086,12.26%,56.69439770486374,,,
20/09/2025,MSFT,38.027164,34.644146,0.9110368051638035,12.13%,124.74985244454749,,,
20/09/2025,SPGI,38.92249,30.170137,0.7751337851201194,6.65%,50.23848556852122,,,
20/09/2025,V,33.327805,26.983412,0.8096366382364516,,41.757054485144764,,,
