Date_Requete,Ticker,PE_trailing,ForwardPE,PE_Ratio,Prevision croissance 5 ans,Performance_Moyenne_10ans,ROIC %,FCF Margin %,Gross Margin %
08/11/2025,AMZN,34.472496,39.741463,1.152845532275934,11.46%,64.5732170543944,,,
08/11/2025,ASML,36.35896,38.08839,1.0475654419158302,11.81%,107.4772378184828,,,
08/11/2025,NVDA,53.451702,45.667477,0.8543689965195121,24.21%,2454.905633975267,,,
08/11/2025,GOOG,27.611057,31.251398,1.131843594397708,11.97%,67.6984409484715,,,
08/11/2025,BKNG,32.155178,23.540623,0.7320943146388429,9.24%,28.220217734034907,,,
08/11/2025,NEM.DE,52.796608,47.436546,0.8984771521685636,,60.928102735391064,,,
08/11/2025,CRM,34.86628,21.55256,0.6181491114050595,9.58%,20.989941776479718,,,
08/11/2025,INTU,47.39591,29.188034,0.6158344464743898,13.29%,61.973758194217126,,,
08/11/2025,MA,35.337387,33.697803,0.9536020023212243,12.26%,48.342583352384956,,,
08/11/2025,MSFT,35.335705,33.23211,0.9404682883785679,12.91%,95.27247877004265,,,
08/11/2025,SPGI,36.103275,29.531233,0.8179654892804047,7.36%,46.7763049797486,,,
08/11/2025,V,32.878666,26.541864,0.8072670588277516,,36.17399102537247,,,
