Date_Requete,Ticker,PE_trailing,ForwardPE,PE_Ratio,Prevision croissance 5 ans,Performance_Moyenne_10ans,ROIC %,FCF Margin %,Gross Margin %
29/11/2025,AMZN,32.89422,37.92195,1.152845393506823,11.61%,60.162451698004986,,,
29/11/2025,ASML,37.735847,39.700375,1.0520599948372698,11.45%,116.41104585574328,,,
29/11/2025,NVDA,43.811882,42.961166,0.9805825278174538,30.32%,2277.4846126909038,,,
29/11/2025,GOOG,31.63241,35.767597,1.130726270935411,13.17%,76.80598788569907,,,
29/11/2025,BKNG,31.94884,23.420013,0.7330473657259544,9.44%,29.921278182449356,,,
29/11/2025,NEM.DE,54.378532,48.85787,0.898477178457116,,63.42875161262441,,,
29/11/2025,CRM,33.557495,20.713387,0.6172506916860153,9.62%,19.233917776184487,,,
29/11/2025,INTU,43.48971,28.523619,0.6558705266142266,12.78%,58.44714268442815,,,
29/11/2025,MA,35.20013,33.609894,0.9548230077559371,12.26%,49.70572872085202,,,
29/11/2025,MSFT,34.96873,32.91037,0.9411371245109559,15.29%,93.38639317658877,,,
29/11/2025,SPGI,36.225853,29.674599,0.8191552866953885,7.49%,46.85128937127347,,,
29/11/2025,V,32.788235,26.417063,0.8056872533699968,,35.400977728459694,,,
