Date_Requete,Ticker,PE_trailing,ForwardPE,PE_Ratio,Prevision croissance 5 ans,Performance_Moyenne_10ans,ROIC %,FCF Margin %,Gross Margin %
20/12/2025,AMZN,32.157,28.974075,0.901019218210654,11.46%,58.42636481736514,,,
20/12/2025,ASML,37.170715,34.76567,0.9352973167182821,11.45%,120.86208181039487,,,
20/12/2025,NVDA,44.799507,24.15835,0.5392548181389585,30.32%,2245.282922285981,,,
20/12/2025,GOOG,30.495058,27.568247,0.90402343225581,12.84%,73.16049163422494,,,
20/12/2025,BKNG,35.088085,20.323639,0.5792176746037865,8.76%,32.972116350607884,,,
20/12/2025,NEM.DE,52.93785,38.483177,0.7269501311443514,,55.47242079096352,,,
20/12/2025,CRM,34.700935,19.81343,0.5709768339095186,9.62%,24.036485171311295,,,
20/12/2025,INTU,46.074123,25.422213,0.5517677026646823,12.78%,65.88822428281537,,,
20/12/2025,MA,36.63444,29.950762,0.8175575223751204,12.26%,52.6219167484403,,,
20/12/2025,MSFT,34.609688,25.92627,0.749104412614179,15.29%,91.21284084967891,,,
20/12/2025,SPGI,37.307133,25.849787,0.6928912763143713,7.49%,49.224905037415596,,,
20/12/2025,V,34.240196,24.208233,0.707012103552211,,38.5419369588567,,,
