Date_Requete,Ticker,PE_trailing,ForwardPE,PE_Ratio,Prevision croissance 5 ans,Performance_Moyenne_10ans,ROIC %,FCF Margin %,Gross Margin %
30/08/2025,AMZN,34.96183,37.23577,1.0650406457556714,10.60%,79.29789758413175,,,
30/08/2025,ASML,26.522142,27.813482,1.0486891292566038,10.75%,79.62588620679368,,,
30/08/2025,NVDA,49.482952,42.2767,0.8543689956088311,23.16%,3178.1711512088787,,,
30/08/2025,GOOG,22.788687,23.8581,1.0469273635642107,11.78%,59.486211683301484,,,
30/08/2025,BKNG,39.06132,26.6812,0.6830593538569613,9.24%,35.409699848437704,,,
30/08/2025,NEM.DE,72.39264,59.898476,0.8274111290871559,,111.11202424668599,,,
30/08/2025,CRM,40.164577,23.02336,0.5732255066448229,9.87%,27.26865763060319,,,
30/08/2025,INTU,48.792976,30.0045,0.6149348217661492,13.20%,74.2586837741866,,,
30/08/2025,MA,40.168015,36.34249,0.904761910689388,12.24%,58.46547311211746,,,
30/08/2025,MSFT,37.174614,33.892307,0.9117056871121784,12.13%,123.61277669987294,,,
30/08/2025,SPGI,42.18769,32.62582,0.7733492874343202,6.65%,52.26026937511276,,,
30/08/2025,V,34.353516,27.78673,0.8088467567628304,,42.90918477400874,,,
