Date_Requete,Ticker,PE_trailing,ForwardPE,PE_Ratio,Prevision croissance 5 ans,Performance_Moyenne_10ans,ROIC %,FCF Margin %,Gross Margin %
04/10/2025,AMZN,33.46189,35.69268,1.0666665869740175,10.60%,70.74970364318042,,,
04/10/2025,ASML,36.564648,38.659924,1.057303327520068,11.08%,117.45767438188577,,,
04/10/2025,NVDA,53.45299,45.538834,0.8519417529309399,24.54%,3027.1600103202463,,,
04/10/2025,GOOG,26.246006,27.536314,1.049162070602285,11.80%,67.36496314483664,,,
04/10/2025,BKNG,37.8329,25.818678,0.6824398341126373,9.24%,33.112094138838025,,,
04/10/2025,NEM.DE,68.15951,56.39594,0.8274111712364131,,88.51211491378345,,,
04/10/2025,CRM,34.936047,21.595688,0.6181491569438293,9.51%,22.268956297433764,,,
04/10/2025,INTU,49.848972,30.586596,0.6135852911871482,13.29%,70.66316032420545,,,
04/10/2025,MA,39.11388,35.436512,0.9059830423368891,12.26%,55.37157854063158,,,
04/10/2025,MSFT,37.98458,34.60535,0.9110367944044663,12.13%,117.32493433086393,,,
04/10/2025,SPGI,36.880093,28.543129,0.7739440624512525,6.88%,48.44640809588943,,,
04/10/2025,V,34.164062,27.633492,0.808846793452137,,41.939942799969685,,,
